County	Constituency	Ward	Latitude	Longitude
KITUI	KITUI EAST	ENDAU/MALALANI	MUYUNI NURSERY SCHOOL	0.0	0.0
KITUI	KITUI EAST	ENDAU/MALALANI	NDOONI PRIMARY SCHOOL	-1.10892	38.536328
KITUI	KITUI EAST	ENDAU/MALALANI	NDOVOINI PRIMARY SCHOOL	-1.17759	38.478388
KITUI	KITUI EAST	ENDAU/MALALANI	NZOUNI NURSERY SCHOOL	0.0	0.0
KITUI	KITUI EAST	ENDAU/MALALANI	TWAMBUI PRIMARY SCHOOL	-1.22963	38.651368
KITUI	KITUI EAST	ENDAU/MALALANI	YIUKU PRIMARY SCHOOL	-1.35299	38.424028
KITUI	KITUI EAST	MUTITO/KALIKU	IMUATINE PRIMARY SCHOOL	-1.31776	38.407198
KITUI	KITUI EAST	MUTITO/KALIKU	ITANGANI PRIMARY SCHOOL	-1.33322	38.236858
KITUI	KITUI EAST	MUTITO/KALIKU	ITIIRA PRI. SCH.	-0.628249	37.681161
KITUI	KITUI EAST	MUTITO/KALIKU	KAAYO PRIMARY SCHOOL	-1.82173	38.310648
KITUI	KITUI EAST	MUTITO/KALIKU	KAKAME PRIMARY SCHOOL	-1.27615	38.354788
KITUI	KITUI EAST	MUTITO/KALIKU	KAVUTEI PRIMARY SCHOOL	-1.32391	38.311118
KITUI	KITUI EAST	MUTITO/KALIKU	KAWALA PRIMARY SCHOOL	-1.35946	38.373238
KITUI	KITUI EAST	MUTITO/KALIKU	KILANGA PRIMARY SCHOOL	-1.24571	38.187278
KITUI	KITUI EAST	MUTITO/KALIKU	KILIKU PRIMARY SCHOOL	-1.58696	37.446988
KITUI	KITUI EAST	MUTITO/KALIKU	KITAKANI PRIMARY SCHOOL	-1.25317	38.226038
KITUI	KITUI EAST	MUTITO/KALIKU	KITIVO PRIMARY SCHOOL	-1.91768	37.396298
KITUI	KITUI EAST	MUTITO/KALIKU	KIVAKI PRIMARY SCHOOL	-1.3198	38.209688
KITUI	KITUI EAST	MUTITO/KALIKU	KWA MAILU PRIMARY SCHOOL	-1.29546	38.041878
KITUI	KITUI EAST	MUTITO/KALIKU	KWATUNDU PRIMARY SCHOOL	-1.22042	38.229878
KITUI	KITUI EAST	MUTITO/KALIKU	KYAIMU PRIMARY SCHOOL	-1.29224	38.225348
KITUI	KITUI EAST	MUTITO/KALIKU	MANYOENI PRIMARY SCHOOL	-1.21808	38.295008
KITUI	KITUI EAST	MUTITO/KALIKU	MASASINI PRIMARY SCHOOL	-1.23448	38.255408
KITUI	KITUI EAST	MUTITO/KALIKU	MATIA PRIMARY SCHOOL	-1.35537	38.296398
KITUI	KITUI EAST	MUTITO/KALIKU	MUKUNGO PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI EAST	MUTITO/KALIKU	MUSUKINI PRIMARY SCHOOL	-1.00017	38.078488
KITUI	KITUI EAST	MUTITO/KALIKU	MUTITO YOUTH POLYTECHNIC	0.0	0.0
KITUI	KITUI EAST	MUTITO/KALIKU	MUTITU PRIMARY SCHOOL	-1.65835	37.451538
KITUI	KITUI EAST	MUTITO/KALIKU	NDUUNI PRIMARY SCHOOL	-1.35628	38.335768
KITUI	KITUI EAST	MUTITO/KALIKU	SYOMBANDU PRIMARY SCHOOL	-1.22797	38.210928
KITUI	KITUI EAST	MUTITO/KALIKU	UWU PRIMARY SCHOOL	-1.20327	38.171598
KITUI	KITUI EAST	MUTITO/KALIKU	YOONYE PRIMARY SCHOOL	-1.17365	38.210018
KITUI	KITUI EAST	MUTITO/KALIKU	YULAMBO PRIMARY SCHOOL	-1.31105	38.352798
KITUI	KITUI EAST	NZAMBANI	CHULUNI GIRLS' SECONDARY  SCHOOL	0.0	0.0
KITUI	KITUI EAST	NZAMBANI	IKUYUNI PRIMARY SCHOOL	-1.46124	38.052678
KITUI	KITUI EAST	NZAMBANI	KAMUTUNGU PRI	-1.08838	38.084318
KITUI	KITUI EAST	NZAMBANI	KANGWENI PRIMARY SCHOOL	-1.46447	38.068378
KITUI	KITUI EAST	NZAMBANI	KATEKE PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI EAST	NZAMBANI	KAVALULA PRIMARY SCHOOL	-1.38408	38.035278
KITUI	KITUI EAST	NZAMBANI	KAVINGO PRIMARY SCHOOL	-1.452037	37.779638
KITUI	KITUI EAST	NZAMBANI	KIINI PRIMARY SCHOOL	-0.295604	37.641704
KITUI	KITUI EAST	NZAMBANI	KILONZO PRIMARY SCHOOL	-1.39888	38.052758
KITUI	KITUI EAST	NZAMBANI	KISAYANI PRIMARY  SCHOOL	-2.32866	38.013058
KITUI	KITUI EAST	NZAMBANI	KUNGULUNI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI EAST	NZAMBANI	KWA KINYAI CENTRE	0.0	0.0
KITUI	KITUI EAST	NZAMBANI	KYUNDUANI PRIMARY SCHOOL	-1.8073	37.956778
KITUI	KITUI EAST	NZAMBANI	MATHULINI PRIMARY SCHOOL	-1.38824	38.047498
KITUI	KITUI EAST	NZAMBANI	MOI PRIMARY SCHOOL	-1.53372	37.322348
KITUI	KITUI EAST	NZAMBANI	NGENGI PRIMARY SCHOOL	-1.39783	38.036058
KITUI	KITUI EAST	NZAMBANI	NZAMBANI PRIMARY SCHOOL	-1.41151	38.049828
KITUI	KITUI EAST	NZAMBANI	SEED OF HOPE POLYTECHNIC	-0.388956	37.462725
KITUI	KITUI EAST	NZAMBANI	SYOMBUKU PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI EAST	VOO/KYAMATU	IKUYUNI PRIMARY SCHOOL	-1.46124	38.052678
KITUI	KITUI EAST	VOO/KYAMATU	IMALE PRIMARY SCHOOL	-1.67137	38.261628
KITUI	KITUI EAST	VOO/KYAMATU	INYOKONI SEC SCH	-1.78602	37.404408
KITUI	KITUI EAST	VOO/KYAMATU	KALALANI PRIMARY SCHOOL	-1.64105	38.327088
KITUI	KITUI EAST	VOO/KYAMATU	KALUASI PRIMARY SCHOOL	-1.70945	38.283528
KITUI	KITUI EAST	VOO/KYAMATU	KALULI PRIMARY SCHOOL	0.15924	37.900178
KITUI	KITUI EAST	VOO/KYAMATU	KAMWIU PRIMARY SCHOOL	-1.51843	38.420038
KITUI	KITUI EAST	VOO/KYAMATU	KASANGU PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI EAST	VOO/KYAMATU	KATAKA PRIMARY SCHOOL	-1.58349	38.188668
KITUI	KITUI EAST	VOO/KYAMATU	KATOLONGWE PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI EAST	VOO/KYAMATU	KIANGINI PRIMARY SCHOOL	-1.62116	38.278448
KITUI	KITUI EAST	VOO/KYAMATU	KINAKONI PRIMARY SCHOOL	-1.71533	38.247068
KITUI	KITUI EAST	VOO/KYAMATU	KITHANAKE PRIMARY SCHOOL	-1.61726	38.194698
KITUI	KITUI EAST	VOO/KYAMATU	KWA MWENGA PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI EAST	VOO/KYAMATU	KYAANGO PRIMARY SCHOOL	-1.6496	38.210528
KITUI	KITUI EAST	VOO/KYAMATU	KYAMATU PRIMARY SCHOOL	-1.56489	38.348478
KITUI	KITUI EAST	VOO/KYAMATU	KYUKUNI PRIMARY SCHOOL	-1.57798	38.290858
KITUI	KITUI EAST	VOO/KYAMATU	MALATANI  PRIMARY SCHOOL	-1.41732	37.655407
KITUI	KITUI EAST	VOO/KYAMATU	MASIKALINI PRIMARY SCHOOL	-1.59041	38.447938
KITUI	KITUI EAST	VOO/KYAMATU	MATUNDU PRIMARY SCHOOL	-1.62634	38.439378
KITUI	KITUI EAST	VOO/KYAMATU	MULOLONGO NURSERY SCHOOL	0.0	0.0
KITUI	KITUI EAST	VOO/KYAMATU	MUNYUNI PRIMARY SCHOOL	-1.08875	38.183608
KITUI	KITUI EAST	VOO/KYAMATU	MUTHUNGUE PRIMARY SCHOOL	-2.49877	37.998298
KITUI	KITUI EAST	VOO/KYAMATU	NDALANI PRIMARY SCHOOL	-1.30756	37.958058
KITUI	KITUI EAST	VOO/KYAMATU	NDITIME PRIMARY SCHOOL	-1.55395	38.436868
KITUI	KITUI EAST	VOO/KYAMATU	NDULANI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI EAST	VOO/KYAMATU	NDULIKYE PRIMARY SCHOOL	-1.58785	38.331148
KITUI	KITUI EAST	VOO/KYAMATU	NDULUNI PRIMARY SCHOOL	-1.88822	37.388028
KITUI	KITUI EAST	VOO/KYAMATU	NTHUNGUNI PRIMARY SCHOOL	-1.417434	37.315191
KITUI	KITUI EAST	VOO/KYAMATU	VOO PRIMARY SCHOOL	-1.66956	38.322038
KITUI	KITUI EAST	VOO/KYAMATU	WAANI NURSERY SCHOOL	0.0	0.0
KITUI	KITUI EAST	ZOMBE/MWITIKA	IMBUVU PRIMARY SCHOOL	-1.44746	38.427978
KITUI	KITUI EAST	ZOMBE/MWITIKA	ITHANGATHI PRIMARY SCHOOL	-1.40617	38.207858
KITUI	KITUI EAST	ZOMBE/MWITIKA	KABATI PRIMARY SCHOOL	-1.23615	37.910998
KITUI	KITUI EAST	ZOMBE/MWITIKA	KALING'A PRIMARY	-1.51988	38.302628
KITUI	KITUI EAST	ZOMBE/MWITIKA	KANDONG'O PRIMARY	-1.49602	38.268298
KITUI	KITUI EAST	ZOMBE/MWITIKA	KASUNGUNI PRIMARY SCHOOL	-1.52057	38.244598
KITUI	KITUI EAST	ZOMBE/MWITIKA	KATHANDE PRIMARY SCHOOL	-0.410241	37.518553
KITUI	KITUI EAST	ZOMBE/MWITIKA	KATIKONI PRIMARY SCHOOL	-1.40495	38.303208
KITUI	KITUI EAST	ZOMBE/MWITIKA	KAUMU PRIMARY SCHOOL	-1.46366	38.204998
KITUI	KITUI EAST	ZOMBE/MWITIKA	KAVAANI PRIMARY SCHOOL	-1.38818	38.233918
KITUI	KITUI EAST	ZOMBE/MWITIKA	KAWEA PRIMARY SCHOOL	-1.45858	38.224068
KITUI	KITUI EAST	ZOMBE/MWITIKA	KIKUU PRIMARY SCHOOL	-1.50019	38.315888
KITUI	KITUI EAST	ZOMBE/MWITIKA	KISIUNI PRIMARY  SCHOOL	0.0	0.0
KITUI	KITUI EAST	ZOMBE/MWITIKA	KYANGENI PRIMARY SCHOOL	-1.43912	38.395318
KITUI	KITUI EAST	ZOMBE/MWITIKA	KYULULU PRIMARY SCHOOL	-1.45461	38.271318
KITUI	KITUI EAST	ZOMBE/MWITIKA	MAKONGO PRIMARY SCHOOL	-1.73949	37.435008
KITUI	KITUI EAST	ZOMBE/MWITIKA	MALATANI PRIMARY SCHOOL	-1.41732	37.655407
KITUI	KITUI EAST	ZOMBE/MWITIKA	MAVIA MAIYU PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI EAST	ZOMBE/MWITIKA	MWITIKA PRIMARY SCHOOL	-1.44975	38.318208
KITUI	KITUI EAST	ZOMBE/MWITIKA	NGAAKA YAKWA PRIMARY SCHOOL	-1.44505	38.355848
KITUI	KITUI EAST	ZOMBE/MWITIKA	NGAIKINI NUSERY SCHOOL	0.0	0.0
KITUI	KITUI EAST	ZOMBE/MWITIKA	NGUNGI PRIMARY SCHOOL	-1.59115	37.697768
KITUI	KITUI EAST	ZOMBE/MWITIKA	NGUUNI NURSERY SCHOOL	0.0	0.0
KITUI	KITUI EAST	ZOMBE/MWITIKA	NGUUNI PRIMARY SCHOOL	-1.20598	37.982368
KITUI	KITUI EAST	ZOMBE/MWITIKA	NZILANI PRUIMARY SCHOOL	-0.90068	37.984818
KITUI	KITUI EAST	ZOMBE/MWITIKA	NZOOKONI PRIMARY SCHOOL	-1.46501	38.327198
KITUI	KITUI EAST	ZOMBE/MWITIKA	NZUNGUI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI EAST	ZOMBE/MWITIKA	THUA PRIMARY SCHOOL	-1.54994	38.214948
KITUI	KITUI EAST	ZOMBE/MWITIKA	YAMANZA PRIMARY SCHOOL	-1.40499	38.436918
KITUI	KITUI EAST	ZOMBE/MWITIKA	ZOMBE CANTEEN	0.0	0.0
KITUI	KITUI EAST	ZOMBE/MWITIKA	ZOMBE PRIMARY SCHOOL	-1.45125	38.246358
KITUI	KITUI RURAL	KANYANGI	HOLY FAMILY PRIMARY SCHOOL	-0.057991388	37.57005189
KITUI	KITUI RURAL	KANYANGI	ITULANI PRIMARY SCHOOL	-1.64297	37.817228
KITUI	KITUI RURAL	KANYANGI	KALULINI PRIMARY SCHOOL	-1.48999	38.367138
KITUI	KITUI RURAL	KANYANGI	KANGALA PRIMARY SCHOOL	-1.88272	38.055328
KITUI	KITUI RURAL	KANYANGI	KANYANGI PRIMARY SCHOOL	-0.493246	37.74997
KITUI	KITUI RURAL	KANYANGI	KANYONGONYO PRIMARY SCHOOL	-1.83361	37.932218
KITUI	KITUI RURAL	KANYANGI	KAONDU PRIMARY SCHOOL	-1.85781	37.987398
KITUI	KITUI RURAL	KANYANGI	KAVOO PRIMARY SCHOOL	-1.16061	37.844518
KITUI	KITUI RURAL	KANYANGI	KAVUMBUNI MARKET	0.0	0.0
KITUI	KITUI RURAL	KANYANGI	KILISA PRIMARY SCHOOL	-1.91346	37.626288
KITUI	KITUI RURAL	KANYANGI	KILUMYA PRIMARY SCHOOL	-1.7985	37.930308
KITUI	KITUI RURAL	KANYANGI	KINYAAU PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KANYANGI	KISAUNI PRIMARY SCHOOL	-1.84644	38.026788
KITUI	KITUI RURAL	KANYANGI	KISAYANI PRIMARY SCHOOL	-2.32866	38.013058
KITUI	KITUI RURAL	KANYANGI	KITHIIANI PRIMARY SCHOOL	-2.47425	38.175948
KITUI	KITUI RURAL	KANYANGI	KITOONI PRIMARY SCHOOL	-1.71615	37.928258
KITUI	KITUI RURAL	KANYANGI	KWA KITUNG'U PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KANYANGI	KYOANI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KANYANGI	KYUNDUANI PRIMARY SCHOOL	-1.8073	37.956778
KITUI	KITUI RURAL	KANYANGI	MANDONGOI PRIMARY SCHOOL	-1.68594	37.913698
KITUI	KITUI RURAL	KANYANGI	MASIMBA PRIMARY SCHOOL	-1.72372	37.967468
KITUI	KITUI RURAL	KANYANGI	MATU PRIMARY SCHOOL	-1.88406	38.003718
KITUI	KITUI RURAL	KANYANGI	MBEETWANI PRIMARY SCHOOL	-2.61697	38.195648
KITUI	KITUI RURAL	KANYANGI	MUMBEENI PRI	-1.81209	37.844578
KITUI	KITUI RURAL	KANYANGI	MWAANI PRIMARY SCHOOL	-1.77114	37.666328
KITUI	KITUI RURAL	KANYANGI	MWANGENI PRIMARY SCHOOL	-2.07737	37.605278
KITUI	KITUI RURAL	KANYANGI	NGOMONI PRIMARY SCHOOL	-1.66323	37.894078
KITUI	KITUI RURAL	KANYANGI	NZAMBIA PRIMARY SCHOOL	-1.81952	37.891728
KITUI	KITUI RURAL	KANYANGI	SYOMAKANDA PRIMARY SCHOOL	-1.73761	37.857868
KITUI	KITUI RURAL	KANYANGI	SYOMUNYU PRIMARY SCHOOL	-1.67131	37.831858
KITUI	KITUI RURAL	KANYANGI	VONDENI MARKET	0.0	0.0
KITUI	KITUI RURAL	KANYANGI	YAMUNYU NURS SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KISASI	IKAVE PRIMARY SCHOOL	-1.59566	37.896278
KITUI	KITUI RURAL	KISASI	ITUKI PRIMARY SCHOOL	-1.56849	38.036288
KITUI	KITUI RURAL	KISASI	IVOVOA PRIMARY SCHOOL	-1.49916	37.917068
KITUI	KITUI RURAL	KISASI	KALALA PRIMARY SCHOOL	-1.533534	37.361497
KITUI	KITUI RURAL	KISASI	KALATINE PRIMARY SCHOOL	-1.50128	38.014478
KITUI	KITUI RURAL	KISASI	KATUMBA PRIMARY SCHOOL	-1.56264	37.904498
KITUI	KITUI RURAL	KISASI	KATWALA PRIMARY SCHOOL	-1.59667	37.983838
KITUI	KITUI RURAL	KISASI	KAVASYA PRIMARY SCHOOL	-1.52102	38.002668
KITUI	KITUI RURAL	KISASI	KAVISUNI PRIMARY SCHOOL	-1.69316	37.930618
KITUI	KITUI RURAL	KISASI	KIKUUNI PRIMARY SCHOOL	-1.61748	37.895998
KITUI	KITUI RURAL	KISASI	KILEVI PRIMARY SCHOOL	-1.63385	37.938968
KITUI	KITUI RURAL	KISASI	KISASI MIXED SEC	-1.53096	38.023278
KITUI	KITUI RURAL	KISASI	KISASI PRIMARY SCHOOL	-1.53096	38.023278
KITUI	KITUI RURAL	KISASI	KISASI YOUTH POLYTECHNIC	0.0	0.0
KITUI	KITUI RURAL	KISASI	KISIKINI PRIMARY SCHOOL.	-1.55309	37.961038
KITUI	KITUI RURAL	KISASI	KITOONEO PRIMARY SCHOOL	-1.64446	37.904928
KITUI	KITUI RURAL	KISASI	KITUNGATI PRIMARY SCHOOL	-1.51223	38.050128
KITUI	KITUI RURAL	KISASI	KWA-KUTU PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KISASI	KWA-KYEE PRIMARY SCHOL	0.0	0.0
KITUI	KITUI RURAL	KISASI	MALIKU PRIMARY SCHOOL	-1.59621	37.914458
KITUI	KITUI RURAL	KISASI	MANZINI PRIMARY SCHOOL	-1.5321	38.047858
KITUI	KITUI RURAL	KISASI	MAVINDINI PRIMARY SCHOOL	-1.45167	37.553868
KITUI	KITUI RURAL	KISASI	MBUSYANI PRIMARY SCHOOL	-1.39336	37.974008
KITUI	KITUI RURAL	KISASI	MOSA PRIMARY SCHOOL	-1.60152	38.046648
KITUI	KITUI RURAL	KISASI	MUKAMENI PRIMARY SCHOOL	-1.9196	37.817728
KITUI	KITUI RURAL	KISASI	MUKUNDI PRIMARY SCHOOL.	-1.50065	38.048428
KITUI	KITUI RURAL	KISASI	MWIW'E PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KISASI	NGANGANI PRIMARY SCHOOL	-2.14683	37.697458
KITUI	KITUI RURAL	KISASI	NGILUNI PRIMARY SCHOOL	-1.8985	38.214978
KITUI	KITUI RURAL	KISASI	NGUUNI PRIMARY SCHOOL.	-1.20598	37.982368
KITUI	KITUI RURAL	KISASI	SEEKEA PRIMARY SCHOOL.	0.0	0.0
KITUI	KITUI RURAL	KISASI	SYUASINI PRIMARY SCHOOL	-1.47054	38.037668
KITUI	KITUI RURAL	KISASI	UNG'ATU PRI	-1.63635	37.983038
KITUI	KITUI RURAL	KISASI	UTAWALA PRIMARY SCHOOL	-1.54775	38.021588
KITUI	KITUI RURAL	KISASI	WAYANI PRIMARY SCHOOL	-1.5395	38.062278
KITUI	KITUI RURAL	KWAVONZA/YATTA	IANGUNI PRIMARY SCHOOL	-1.138685	37.470978
KITUI	KITUI RURAL	KWAVONZA/YATTA	ILIKA PRIMARY SCHOOL	-1.55591	37.762108
KITUI	KITUI RURAL	KWAVONZA/YATTA	ILOVI NURSERY	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	KALIMA PRIMARY SCHOOL	-1.46695	37.873588
KITUI	KITUI RURAL	KWAVONZA/YATTA	KALIVINI PRIMARY SCHOOL	-1.45021	37.876548
KITUI	KITUI RURAL	KWAVONZA/YATTA	KAMANYI PRIMARY SCHOOL	-1.63163	37.872658
KITUI	KITUI RURAL	KWAVONZA/YATTA	KAMITONGU PRY SCH	0.135454	37.697143
KITUI	KITUI RURAL	KWAVONZA/YATTA	KANYONYOO MKT	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	KATHEMBONI PRIMARY SCHOOL	-1.58507	37.789728
KITUI	KITUI RURAL	KWAVONZA/YATTA	KATHOME PRIMARY SCHOOL	-1.55401	37.869318
KITUI	KITUI RURAL	KWAVONZA/YATTA	KATOTENI PRIMARY	-1.12278	37.929988
KITUI	KITUI RURAL	KWAVONZA/YATTA	KATOTHYA PRIMARY SCHOOL	-0.93434	37.601728
KITUI	KITUI RURAL	KWAVONZA/YATTA	KAWONGO PRIMARY	-1.6018	37.875308
KITUI	KITUI RURAL	KWAVONZA/YATTA	KILIKO PRIMARY SCHOOL	-1.4267	37.862528
KITUI	KITUI RURAL	KWAVONZA/YATTA	KITUKUNI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	KIVUNGA PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	KONZA PRIMARY SCHOOL	-1.73908	37.138048
KITUI	KITUI RURAL	KWAVONZA/YATTA	KWA KILUI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	KWA-VONZA PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	KWAKILYA PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	KYAINYA PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	KYAITHANI PRIMARY SCHOOL	-1.50838	37.871828
KITUI	KITUI RURAL	KWAVONZA/YATTA	KYAMUUNGI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	KYOSINI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	MAITO PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	MAMOLE PRIMARY SCHOOL	-1.47518	37.792008
KITUI	KITUI RURAL	KWAVONZA/YATTA	MANDU PRIMARY SCHOOL	-1.4628	37.852488
KITUI	KITUI RURAL	KWAVONZA/YATTA	MASAANI PRIMARY SCHOOL	-1.42834	37.828048
KITUI	KITUI RURAL	KWAVONZA/YATTA	MATULANI PRIMARY SCHOOL	-2.68067	38.139828
KITUI	KITUI RURAL	KWAVONZA/YATTA	MIKUYUNI PRIMARY SCHOOL	-2.38982	37.958868
KITUI	KITUI RURAL	KWAVONZA/YATTA	MUKELENZUNI PRIMARY SCHOOL	-1.48682	37.816208
KITUI	KITUI RURAL	KWAVONZA/YATTA	MUSELELE TOWNSHIP PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	MUSINGI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	MUSINI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	MUVITHA PRIMARY SCHOOL	-1.61822	37.804058
KITUI	KITUI RURAL	KWAVONZA/YATTA	MUVYANI PRIMARY SCHOOL	-1.57046	37.786608
KITUI	KITUI RURAL	KWAVONZA/YATTA	NDUNGUNI PRIMARY SCHOOL	-0.863249	37.52279
KITUI	KITUI RURAL	KWAVONZA/YATTA	NGAKAANI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	NGAMYONE PRIMARY SCHOOL	-1.40201	37.817128
KITUI	KITUI RURAL	KWAVONZA/YATTA	NGOVU PRIMARY SCHOOL	-1.50405	37.792298
KITUI	KITUI RURAL	KWAVONZA/YATTA	NTHILANI PRIMARY SCHOOL	-1.49011	37.846688
KITUI	KITUI RURAL	KWAVONZA/YATTA	NTHONGONI PRIMARY SCHOOL	-1.7526	37.489388
KITUI	KITUI RURAL	KWAVONZA/YATTA	NYAMBANI VILLAGE	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	NZEVE PRIMARY SCHOOL	-1.59558	37.849308
KITUI	KITUI RURAL	KWAVONZA/YATTA	RURAL BORDER PATROL UNIT	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	SEUCO	0.0	0.0
KITUI	KITUI RURAL	KWAVONZA/YATTA	TANGANYIKA PRIMARY SCHOOL	-1.38316	37.862568
KITUI	KITUI RURAL	KWAVONZA/YATTA	THOME PRIMARY SCHOOL	-1.83121	38.180378
KITUI	KITUI RURAL	KWAVONZA/YATTA	USENGYO PRIMARY	-1.40964	37.851658
KITUI	KITUI RURAL	KWAVONZA/YATTA	WAIVUMBU PRIMARY SCHOOL	-1.5005	37.775058
KITUI	KITUI RURAL	KWAVONZA/YATTA	YATTA PRIMARY SCHOOL	-1.47287	37.838868
KITUI	KITUI RURAL	MBITINI	BARAZANI GIRLS HIGH SCHOOL	-1.9429	37.43679
KITUI	KITUI RURAL	MBITINI	IIANI PRIMARY SCHOOL	-1.47593	37.547128
KITUI	KITUI RURAL	MBITINI	IIMBA PRIMARY SCHOOL	-1.95646	37.432138
KITUI	KITUI RURAL	MBITINI	IKOONGO PRIMARY	-0.5222	37.920828
KITUI	KITUI RURAL	MBITINI	ISOVYA PRIMARY SCHOOL	-1.58861	38.073428
KITUI	KITUI RURAL	MBITINI	KALIINI PRIMARY SCHOOL	-1.98646	37.479888
KITUI	KITUI RURAL	MBITINI	KALUMBI PRIMARY SCHOOL	-1.92069	37.471258
KITUI	KITUI RURAL	MBITINI	KAMULU ACADEMY PRIMARY SCHOOL	-1.301933	37.064108
KITUI	KITUI RURAL	MBITINI	KANZAU PRIMARY	-1.17686	38.116238
KITUI	KITUI RURAL	MBITINI	KANZAU PRIMARY SCHOOL	-1.17686	38.116238
KITUI	KITUI RURAL	MBITINI	KASUVI PRIMARY SCHOOL	-2.0074	37.440078
KITUI	KITUI RURAL	MBITINI	KATANGASUA PRIMARY SCHOOL	-1.55806	38.061158
KITUI	KITUI RURAL	MBITINI	KATHUMA PRIMARY SCHOOL	-1.30287	38.015398
KITUI	KITUI RURAL	MBITINI	KAVUTHU PRIMARY SCHOOL	-2.00336	37.425358
KITUI	KITUI RURAL	MBITINI	KILAMBA PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	MBITINI	KILIVI PRIMARY SCHOOL	-1.58558	38.058508
KITUI	KITUI RURAL	MBITINI	KITHATHA PRIMARY SCHOOL	-1.96376	37.420408
KITUI	KITUI RURAL	MBITINI	KITHUMANI PRIMARY SCHOOL	-1.93163	37.467068
KITUI	KITUI RURAL	MBITINI	KIVUUNI PRIMARY SCHOOL	-1.61262	38.143388
KITUI	KITUI RURAL	MBITINI	KWANGITI PRIMARY SCHOOL	-1.99777	37.439528
KITUI	KITUI RURAL	MBITINI	KYAMUSIVI PRIMARY SCHOOL	-1.6001	38.140258
KITUI	KITUI RURAL	MBITINI	KYEMUNDU PRIMARY SCHOOL	-1.97883	37.468548
KITUI	KITUI RURAL	MBITINI	KYUMBUNI PRIMARY SCHOOL	-1.17686	37.264958
KITUI	KITUI RURAL	MBITINI	MAANGANI PRIMARY SCHOOL	-1.54348	38.070218
KITUI	KITUI RURAL	MBITINI	MAKOLONGO PRIMARY SCHOOL	-1.61342	38.117638
KITUI	KITUI RURAL	MBITINI	MAMUU PRIMARY SCHOOL	-1.98804	37.439178
KITUI	KITUI RURAL	MBITINI	MANOONI PRIMARY SCHOOL	-1.42789	37.976428
KITUI	KITUI RURAL	MBITINI	MATOONI PRIMARY SCHOOL	-1.95698	37.443938
KITUI	KITUI RURAL	MBITINI	MBALANI PRIMARY SCHOOL	-1.91582	37.457278
KITUI	KITUI RURAL	MBITINI	MBELETU PRIMARY SCHOOL	-1.98178	37.496928
KITUI	KITUI RURAL	MBITINI	MBITINI GIRLS SECONDARY SCHOOL	0.0	0.0
KITUI	KITUI RURAL	MBITINI	MBITINI PRIMARY SCHOOL.	-1.59059	38.116518
KITUI	KITUI RURAL	MBITINI	MBUTHANI HGM PRI	-2.02144	37.443108
KITUI	KITUI RURAL	MBITINI	MBUVUNI PRIMARY SCHOOL	-1.91499	37.431018
KITUI	KITUI RURAL	MBITINI	MISUUNI PRIMARY SCHOOL	-1.378099	37.306519
