County	Constituency	Ward	Latitude	Longitude
KITUI	KITUI RURAL	MBITINI	MUAMBANI PRIMARY SCHOOL	-0.96545	37.419148
KITUI	KITUI RURAL	MBITINI	MUAMBWANI PRIMARY SCHOOL	-1.92819	37.443118
KITUI	KITUI RURAL	MBITINI	MUKAMENI PRIMARY SCHOOL	-1.9196	37.817728
KITUI	KITUI RURAL	MBITINI	MULUTI PRIMARY SCHOOL	-1.5641	37.522938
KITUI	KITUI RURAL	MBITINI	MUNGYANI PRIMARY SCHOOL	-1.93092	37.424538
KITUI	KITUI RURAL	MBITINI	MUTANDA PRIMARY SCHOOL	-1.97809	37.452658
KITUI	KITUI RURAL	MBITINI	MUTHINI PRIMARY SCHOOL	-1.528417	37.26341
KITUI	KITUI RURAL	MBITINI	MUTYAMBUA PRIMARY SCHOOL	-1.9721	37.448158
KITUI	KITUI RURAL	MBITINI	MWINZINGE PRI	-1.56356	38.118388
KITUI	KITUI RURAL	MBITINI	NGOTO PRIMARY SCHOOL	-1.99213	37.458268
KITUI	KITUI RURAL	MBITINI	USANGA PRI	-1.50936	38.072568
KITUI	KITUI RURAL	MBITINI	VULUENI PRIMARY SCHOOL	-1.98145	37.411018
KITUI	KITUI RURAL	MBITINI	YUMBANI PRIMARY SCHOOL	-1.95763	37.493018
KITUI	KITUI RURAL	MBITINI	YUUNI PRIMARY SCHOOL	-1.95223	37.473008
KITUI	KITUI SOUTH	ATHI	ATHI PRIMARY SCHOOL	-1.457779	36.979259
KITUI	KITUI SOUTH	ATHI	ILENGI PRIMARY SCHOOL	-1.89182	37.937788
KITUI	KITUI SOUTH	ATHI	IMATHOKA PRIMARY SCHOOL	-2.21207	38.235868
KITUI	KITUI SOUTH	ATHI	IMELU PRIMARY SCHOOL	-1.91208	38.072398
KITUI	KITUI SOUTH	ATHI	IVUKUVUKU PRIMARY SCHOOL	-2.05247	38.050408
KITUI	KITUI SOUTH	ATHI	KAIVISI PRIMARY SCHOOL	-2.1533	37.984078
KITUI	KITUI SOUTH	ATHI	KAKUMUTI PRIMARY	-1.25069	37.986798
KITUI	KITUI SOUTH	ATHI	KALIVU PRIMARY SCHOOL	-2.01825	38.100068
KITUI	KITUI SOUTH	ATHI	KAMIGUA PRI	-0.525162	37.807102
KITUI	KITUI SOUTH	ATHI	KANDENGYA PRIMARY SCHOOL	-2.15108	38.062258
KITUI	KITUI SOUTH	ATHI	KATILINI PRIMARY SCHOOL	-2.05337	37.983398
KITUI	KITUI SOUTH	ATHI	KATULU PRIMARY SCHOOL	-2.09235	38.068908
KITUI	KITUI SOUTH	ATHI	KILAWA PRIMARY SCHOOL	-2.14135	38.081578
KITUI	KITUI SOUTH	ATHI	KISIIO PRIMARY SCHOOL	-2.26048	38.078258
KITUI	KITUI SOUTH	ATHI	KITUTI PRIMARY SCHOOL	-2.13676	38.138058
KITUI	KITUI SOUTH	ATHI	KITUTI SECONDARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	ATHI	KYANDULA PRIMARY SCHOOL	-2.08277	38.160068
KITUI	KITUI SOUTH	ATHI	KYANGIU PRIMARY SCHOOL	-2.17565	38.126768
KITUI	KITUI SOUTH	ATHI	MAKONGO PRIMARY SCHOOL	-1.73949	37.435008
KITUI	KITUI SOUTH	ATHI	MAKUENI PRIMARY SCHOOL	-2.11043	38.142008
KITUI	KITUI SOUTH	ATHI	MAKUTANO PRIMARY SCHOOL	-0.760417	37.279901
KITUI	KITUI SOUTH	ATHI	MALUMA PRIMARY SCHOOL	-1.96307	38.084458
KITUI	KITUI SOUTH	ATHI	MBAKONI PRIMARY SCHOOL	-1.99798	37.983448
KITUI	KITUI SOUTH	ATHI	MBOONI PRIMARY SCHOOL	-1.95566	38.058158
KITUI	KITUI SOUTH	ATHI	MBUINDUNI PRIMARY SCHOOL	-2.00354	38.026518
KITUI	KITUI SOUTH	ATHI	MBUSYANI PRIMARY SCHOOL	-1.39336	37.974008
KITUI	KITUI SOUTH	ATHI	MEMBAU PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	ATHI	MITALANI PRIMARY SCHOOL	-1.95799	38.029658
KITUI	KITUI SOUTH	ATHI	MONGUNI PRIMARY SCHOOL	-1.9965	37.944748
KITUI	KITUI SOUTH	ATHI	MUAANI PRIMARY SCHOOL	-1.68921	37.802338
KITUI	KITUI SOUTH	ATHI	MUAMBANI PRIMARY SCHOOL	-0.96545	37.419148
KITUI	KITUI SOUTH	ATHI	MUAMBUA PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	ATHI	MUKUANIMA PRIMARY SCHOOL	-2.29904	38.142948
KITUI	KITUI SOUTH	ATHI	MUKUNDAA PRIMARY SCHOOL	-2.16093	38.164748
KITUI	KITUI SOUTH	ATHI	MUKWAKWANI NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	ATHI	MUTEETU PRIMARY SCHOOL	-2.03338	38.130368
KITUI	KITUI SOUTH	ATHI	MUTONYA ITHO PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	ATHI	MWAMBAISYUKO PRIMARY SCHOOL	-2.14687	38.028068
KITUI	KITUI SOUTH	ATHI	MWATHE PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	ATHI	NDANDINI PRIMARY SCHOOL	-1.51424	37.881688
KITUI	KITUI SOUTH	ATHI	NDIVUNI PRIMARY SCHOOL	-1.99387	38.064658
KITUI	KITUI SOUTH	ATHI	NTHWIANI PRIMARY SCHOOL	-2.18283	38.204448
KITUI	KITUI SOUTH	ATHI	NZAINI PRIMARY SCHOOL	-2.10712	37.971088
KITUI	KITUI SOUTH	ATHI	SEMBENI PRIMARY SCHOOL	-2.05347	38.050618
KITUI	KITUI SOUTH	ATHI	SENDA PRIMARY SCHOOL	-1.88288	37.647468
KITUI	KITUI SOUTH	ATHI	TIMBONI  PRIMARY SCHOOL	-2.1414	38.188708
KITUI	KITUI SOUTH	ATHI	UIINI NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	ATHI	YOLOMUNI PRIMARY SCHOOL	-2.0294	37.963308
KITUI	KITUI SOUTH	ATHI	YONGO PRIMARY SCHOOL	-1.927	38.038698
KITUI	KITUI SOUTH	IKANGA/KYATUNE	CHULUNI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	EMALE NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	ENZOU PRIMARY SCHOOL	-1.71239	38.133378
KITUI	KITUI SOUTH	IKANGA/KYATUNE	IKANGA PRIMARY SCHOOL	-1.69655	38.061948
KITUI	KITUI SOUTH	IKANGA/KYATUNE	IKANGA TAC HALL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	ILAANI PRIMARY SCHOOL	-1.67234	38.079568
KITUI	KITUI SOUTH	IKANGA/KYATUNE	ILUSYA PRIMARY SCHOOL	-1.68247	38.048358
KITUI	KITUI SOUTH	IKANGA/KYATUNE	KALILUNI PRIMARY SCHOOL	-1.0144	37.742628
KITUI	KITUI SOUTH	IKANGA/KYATUNE	KANGOSE PRIMARY SCHOOL	-1.43154	37.927918
KITUI	KITUI SOUTH	IKANGA/KYATUNE	KASOYANI PRIMARY SCHOOL	-1.81244	38.024128
KITUI	KITUI SOUTH	IKANGA/KYATUNE	KATHITHU PRIMARY SCHOOL	-1.80048	38.087098
KITUI	KITUI SOUTH	IKANGA/KYATUNE	KATHUMULA NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	KAVUTHUKA NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	KIANGWA PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	KIKWA PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	KONGO PRIMARY SCHOOL	-2.66174	38.028198
KITUI	KITUI SOUTH	IKANGA/KYATUNE	KWA SONG'E PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	KYAMUTHWA PRIMARY SCHOOL	-1.64855	38.154178
KITUI	KITUI SOUTH	IKANGA/KYATUNE	KYATUNE PRIMARY SCHOOL	-1.77912	38.114438
KITUI	KITUI SOUTH	IKANGA/KYATUNE	KYATUNE TAC HALL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	KYAWANGU PRIMARY SCHOOL	-1.74648	38.016828
KITUI	KITUI SOUTH	IKANGA/KYATUNE	MAKELE PRIMARY SCHOOL	-1.65212	38.047428
KITUI	KITUI SOUTH	IKANGA/KYATUNE	MAKUUNI NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	MALANA NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	MANZEE NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	MATUA PRIMARY SCHOOL	-1.82033	37.411618
KITUI	KITUI SOUTH	IKANGA/KYATUNE	MAWENI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	MESILYA PRIMARY SCHOOL	-1.73666	38.113208
KITUI	KITUI SOUTH	IKANGA/KYATUNE	MUNATHI PRIMARY SCHOOL	-2.04367	37.812268
KITUI	KITUI SOUTH	IKANGA/KYATUNE	MUSIKIO PRIMARY SCHOOL	-1.63547	38.140578
KITUI	KITUI SOUTH	IKANGA/KYATUNE	MUTYAUA PRIMARY SCHOOL	-1.80669	38.072578
KITUI	KITUI SOUTH	IKANGA/KYATUNE	MWIKIIO NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	NDATANI PRIMARY SCHOOL	-2.08686	37.719038
KITUI	KITUI SOUTH	IKANGA/KYATUNE	NDITHINI NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	NDUUNDUNE PRIMARY SCHOOL	-1.72816	37.999798
KITUI	KITUI SOUTH	IKANGA/KYATUNE	NGANGANI NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	NGUNGA PRIMARY SCHOOL	-1.15704	37.336258
KITUI	KITUI SOUTH	IKANGA/KYATUNE	NGUNINI PRIMARY SCHOOL	-1.71045	38.168598
KITUI	KITUI SOUTH	IKANGA/KYATUNE	NZALANI PRIMARY SCHOOL	-1.67161	38.015998
KITUI	KITUI SOUTH	IKANGA/KYATUNE	SEMEA PRIMARY SCHOOL	-1.71287	38.086058
KITUI	KITUI SOUTH	IKANGA/KYATUNE	ST. PETERS PRIMARY SCHOOL	-0.456516	37.785616
KITUI	KITUI SOUTH	IKANGA/KYATUNE	TUTU PRIMARY SCHOOL	-1.69034	38.087418
KITUI	KITUI SOUTH	IKANGA/KYATUNE	TUVILA PRIMARY SCHOOL	-1.62936	38.058648
KITUI	KITUI SOUTH	IKANGA/KYATUNE	VENGELENI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKANGA/KYATUNE	VOTE PRIMARY SCHOOL	-1.82766	38.107418
KITUI	KITUI SOUTH	IKANGA/KYATUNE	WINDIU PRIMARY SCHOOL	-1.68119	38.156168
KITUI	KITUI SOUTH	IKANGA/KYATUNE	WINDUNDU PRIMARY SCHOOL	-1.7633	38.066588
KITUI	KITUI SOUTH	IKANGA/KYATUNE	WINGOLOLI PRIMARY SCHOOL	-1.72306	38.057308
KITUI	KITUI SOUTH	IKANGA/KYATUNE	YAANA PRIMARY SCHOOL	-1.98094	38.206528
KITUI	KITUI SOUTH	IKUTHA	IKUTHA PRIMARY SCHOOL	-2.06087	38.175588
KITUI	KITUI SOUTH	IKUTHA	IKUTHA YOUTH POLYTECHNIC	0.0	0.0
KITUI	KITUI SOUTH	IKUTHA	IMIWA PRIMARY SCHOOL	-2.02181	38.233558
KITUI	KITUI SOUTH	IKUTHA	KAARE PRI	-0.200739	37.794073
KITUI	KITUI SOUTH	IKUTHA	KALULUINI PRIMARY SCHOOL	-2.10141	38.280938
KITUI	KITUI SOUTH	IKUTHA	KASAALA PRIMARY SCHOOL	-2.13326	38.265188
KITUI	KITUI SOUTH	IKUTHA	KAVETE PRIMARY SCHOOL	-1.40397	37.279198
KITUI	KITUI SOUTH	IKUTHA	KIANGU PRIMARY SCHOOL	-1.99233	38.188488
KITUI	KITUI SOUTH	IKUTHA	KISOU PRIMARY SCHOOL	-2.09633	38.253448
KITUI	KITUI SOUTH	IKUTHA	KIVUTI PRIMARY SCHOOL	-2.13924	38.234148
KITUI	KITUI SOUTH	IKUTHA	KWA KIMWELI PRIMARY SCHOOL	-1.29546	38.041878
KITUI	KITUI SOUTH	IKUTHA	KYOANI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKUTHA	MATIKONI PRIMARY SCHOOL	-2.03428	38.151508
KITUI	KITUI SOUTH	IKUTHA	MAVIA PRIMARY SCHOOL	-0.9663	37.540608
KITUI	KITUI SOUTH	IKUTHA	MEMBOO PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKUTHA	MUTULU PRIMARY SCHOOL	-1.13053	38.382598
KITUI	KITUI SOUTH	IKUTHA	NDILI PRIMARY SCHOOL	-2.05758	38.201988
KITUI	KITUI SOUTH	IKUTHA	NGAWUNI PRIMARY SCHOOL	-1.99322	38.132528
KITUI	KITUI SOUTH	IKUTHA	NGWATE PRIMARY SCHOOL	-2.07413	38.246088
KITUI	KITUI SOUTH	IKUTHA	NZEVENI PRIMARY SCHOOL	-1.96754	38.157488
KITUI	KITUI SOUTH	IKUTHA	TSAVO PRIMARY SCHOOL	-2.16702	38.281918
KITUI	KITUI SOUTH	IKUTHA	YAANA PRIMARY SCHOOL	-1.98094	38.206528
KITUI	KITUI SOUTH	IKUTHA	YANZATHI PRIMARY SCHOOL	-1.93164	38.198778
KITUI	KITUI SOUTH	IKUTHA	YAUA PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	IKUTHA	YUMBU PRIMARY SCHOOL	-0.93201	38.265488
KITUI	KITUI SOUTH	KANZIKO	EKANI PRIMARY SCHOOL	-2.00091	38.314728
KITUI	KITUI SOUTH	KANZIKO	EMALE NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	KANZIKO	IKAVE PRIMARY SCHOOL	-1.59566	37.896278
KITUI	KITUI SOUTH	KANZIKO	KAALU NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	KANZIKO	KAKINDU PRIMARY SCHOOL	-2.09909	38.335458
KITUI	KITUI SOUTH	KANZIKO	KAKITHYA PRIMARY SCHOOL	-2.0459	38.360468
KITUI	KITUI SOUTH	KANZIKO	KALIANI PRIMARY SCHOOL	-1.390387	37.644664
KITUI	KITUI SOUTH	KANZIKO	KANZIKO COTTON STORES	0.0	0.0
KITUI	KITUI SOUTH	KANZIKO	KASASI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	KANZIKO	KASIVUNI PRIMARY SCHOOL	-1.9383	38.384558
KITUI	KITUI SOUTH	KANZIKO	KATHUNGU NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	KANZIKO	KITUVWI PRIMARY SCHOOL	-2.01427	38.388328
KITUI	KITUI SOUTH	KANZIKO	KWA MUKUKU PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	KANZIKO	KYANGANGA PRIMARY SCHOOL	-1.40865	37.446948
KITUI	KITUI SOUTH	KANZIKO	KYANYA PRIMARY SCHOOL	-1.9401	38.325318
KITUI	KITUI SOUTH	KANZIKO	KYATULU PRIMARY SCHOOL	-1.96013	38.307328
KITUI	KITUI SOUTH	KANZIKO	LINGITHYA PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	KANZIKO	MANG'ETHENI PRIMARY SCHOOL	-1.93269	38.345838
KITUI	KITUI SOUTH	KANZIKO	MAUNGU PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	KANZIKO	MIKONGONI PRIMARY	-2.04858	38.295088
KITUI	KITUI SOUTH	KANZIKO	MUTHUE PRIMARY SCHOOL	-1.92948	38.264248
KITUI	KITUI SOUTH	KANZIKO	MWANGALA PRIMARY SCHOOL	-1.93352	38.302388
KITUI	KITUI SOUTH	KANZIKO	MWANIANGA PRIMARY SCHOOL	-1.91375	38.292308
KITUI	KITUI SOUTH	KANZIKO	NDILILI PRIMARY SCHOOL	-1.92346	38.363068
KITUI	KITUI SOUTH	KANZIKO	NGALI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	KANZIKO	SIMISI PRIMARY SCHOOL	-2.03033	38.318348
KITUI	KITUI SOUTH	KANZIKO	SIMISI SECONDARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	KANZIKO	VUTU PRIMARY SCHOOL	-1.98755	38.271078
KITUI	KITUI SOUTH	KANZIKO	VYULU NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	MUTHA	IKANDANI PRIMARY SCHOOL	-1.67455	38.557588
KITUI	KITUI SOUTH	MUTHA	ILAMBA PRIMARY SCHOOL	-1.84151	38.453378
KITUI	KITUI SOUTH	MUTHA	INGO NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	MUTHA	INGOLA PRY	-2.36826	38.169578
KITUI	KITUI SOUTH	MUTHA	ISAA PRIMARY SCHOOL	-1.8087	38.369318
KITUI	KITUI SOUTH	MUTHA	ITULU PRY-WAIA	-1.58159	37.579908
KITUI	KITUI SOUTH	MUTHA	KAANGULI PRIMARY SCHOOL	-1.36344	38.247758
KITUI	KITUI SOUTH	MUTHA	KAATENE PRIMARY SCHOOL	-1.74792	38.439838
KITUI	KITUI SOUTH	MUTHA	KALAMBANI PRIMARY SCHOOL	-0.47256	38.297998
KITUI	KITUI SOUTH	MUTHA	KALULUINI PRIMARY SCHOOL	-2.10141	38.280938
KITUI	KITUI SOUTH	MUTHA	KANZALE MARKET	0.0	0.0
KITUI	KITUI SOUTH	MUTHA	KATHINGU PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	MUTHA	KAVETE PRIMARY SCHOOL	-1.40397	37.279198
KITUI	KITUI SOUTH	MUTHA	KENGO PRIMARY SCHOOL	-1.79528	38.329188
KITUI	KITUI SOUTH	MUTHA	KIATI DISPENSARY	0.0	0.0
KITUI	KITUI SOUTH	MUTHA	KIATI PRIMARY SCHOOL	-1.75688	38.267548
KITUI	KITUI SOUTH	MUTHA	KIIMANI PRIMARY SCHOOL	-1.85549	38.283818
KITUI	KITUI SOUTH	MUTHA	KILONGONI PRIMARY SCHOOL	-2.28639	37.903038
KITUI	KITUI SOUTH	MUTHA	KIMUU PRIMARY SCHOOL	-1.74179	38.303178
KITUI	KITUI SOUTH	MUTHA	KIVANDENI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	MUTHA	KIVILI PRIMARY SCHOOL	-1.76014	38.369238
KITUI	KITUI SOUTH	MUTHA	KIVYUNI PRIMARY SCHOOL	-1.83127	38.323258
KITUI	KITUI SOUTH	MUTHA	KOI PRIMARY SCHOOL	-1.27898	38.630418
KITUI	KITUI SOUTH	MUTHA	KYAMAKO PRIMARY SCHOOL	-1.84495	38.327158
KITUI	KITUI SOUTH	MUTHA	KYANGOTO PRIMARY SCHOOL	-1.75188	38.467938
KITUI	KITUI SOUTH	MUTHA	KYUASINI PRIMARY SCHOOL	-1.8497	38.423778
KITUI	KITUI SOUTH	MUTHA	MAKEKEE PRIMARY SCHOOL	-1.77774	38.450798
KITUI	KITUI SOUTH	MUTHA	MAKOSI PRIMARY SCHOOL	-1.81149	38.260728
KITUI	KITUI SOUTH	MUTHA	MAKUTANO NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	MUTHA	MITAANI PRIMARY SCHOOL	-1.92437	38.435188
KITUI	KITUI SOUTH	MUTHA	MUSENGO PRIMARY	-1.22254	38.015318
KITUI	KITUI SOUTH	MUTHA	MUTHA PRIMARY SCHOOL	-1.79369	38.419168
KITUI	KITUI SOUTH	MUTHA	MWAANI NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	MUTHA	NGAANI PRIMARY SCHOOL	-0.379215	37.680494
KITUI	KITUI SOUTH	MUTHA	NGUSWINI PRIMARY SCHOOL	-1.80046	38.308068
KITUI	KITUI SOUTH	MUTHA	NYAYO NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	MUTHA	NZOANI PRIMARY SCHOOL	-1.86687	38.366628
KITUI	KITUI SOUTH	MUTHA	ST. JOSEPHS KAINDU PRIMARY SCHOOL	-0.456516	37.785616
KITUI	KITUI SOUTH	MUTHA	SYAMATANI PRIMARY SCHOOL	-1.89053	38.416638
KITUI	KITUI SOUTH	MUTHA	TUVILA NURSERY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	MUTOMO	IMWANGE PRIMARY SCHOOL	-1.6842	38.192568
KITUI	KITUI SOUTH	MUTOMO	KAANGAWA PRIMARY SCHOOL	-1.71087	38.204068
KITUI	KITUI SOUTH	MUTOMO	KAANGULI PRIMARY SCHOOL	-1.36344	38.247758
KITUI	KITUI SOUTH	MUTOMO	KANDAE PRIMARY SCHOOL	-1.85969	38.184628
KITUI	KITUI SOUTH	MUTOMO	KASUNDU PRIMARY SCHOOL	-1.79868	38.206428
KITUI	KITUI SOUTH	MUTOMO	KASYELIA PRIMARY SCHOOL	-1.91993	38.226778
KITUI	KITUI SOUTH	MUTOMO	KAVYUVAA PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	MUTOMO	KENZE PRIMARY SCHOOL	-1.86006	38.244328
KITUI	KITUI SOUTH	MUTOMO	KIANGE PRIMARY SCHOOL	-1.81937	38.226458
KITUI	KITUI SOUTH	MUTOMO	KIBWEA PRIMARY SCHOOL	-1.75677	38.217458
KITUI	KITUI SOUTH	MUTOMO	KILISA PRIMARY SCHOOL	-1.91346	37.626288
KITUI	KITUI SOUTH	MUTOMO	KISAYANI PRIMARY SCHOOL	-2.32866	38.013058
KITUI	KITUI SOUTH	MUTOMO	KITHAE PRIMARY SCHOOL	-1.68068	38.172298
KITUI	KITUI SOUTH	MUTOMO	KITOO PRIMARY SCHOOL	-1.6193	37.422258
KITUI	KITUI SOUTH	MUTOMO	KIVIU PRIMARY SCHOOL	-1.21729	38.097048
KITUI	KITUI SOUTH	MUTOMO	MAKONGONI MARKET	0.0	0.0
KITUI	KITUI SOUTH	MUTOMO	MALILI PRIMARY SCHOOL	-1.86728	38.108448
KITUI	KITUI SOUTH	MUTOMO	MENZAI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	MUTOMO	MUAMBA PRIMARY SCHOOL	-1.76704	38.182778
KITUI	KITUI SOUTH	MUTOMO	MUTIKO PRIMARY SCHOOL	-1.27579	38.198018
KITUI	KITUI SOUTH	MUTOMO	MUTOMO DISTRICT HOSPITAL	0.0	0.0
KITUI	KITUI SOUTH	MUTOMO	MUTOMO GENERAL MARKET	0.0	0.0
KITUI	KITUI SOUTH	MUTOMO	MUTOMO PRIMARY SCHOOL	-1.85703	38.215538
KITUI	KITUI SOUTH	MUTOMO	MUTOMO SOCIAL HALL	0.0	0.0
KITUI	KITUI SOUTH	MUTOMO	MUTOMO YOUTH POLYTECHNIC	0.0	0.0
KITUI	KITUI SOUTH	MUTOMO	MUVUKO PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI SOUTH	MUTOMO	MWALA PRIMARY SCHOOL	-1.35329	37.448718
KITUI	KITUI SOUTH	MUTOMO	NDIINI PRIMARY SCHOOL	-1.91327	38.122908
KITUI	KITUI SOUTH	MUTOMO	NZOUNI PRIMARY SCHOOL	-0.77409	38.407398
KITUI	KITUI SOUTH	MUTOMO	SYOMITHUMO PRIMARY SCHOOL	-1.77612	38.155798
KITUI	KITUI SOUTH	MUTOMO	SYUNGUNI PRIMARY SCHOOL	-1.87685	38.136188
KITUI	KITUI SOUTH	MUTOMO	THOME PRIMARY SCHOOL	-1.83121	38.180378
KITUI	KITUI SOUTH	MUTOMO	UAI PRIMARY SCHOOL	-1.79628	38.179348
KITUI	KITUI SOUTH	MUTOMO	WINGETHI PRIMARY SCHOOL	-1.81566	38.150018
KITUI	KITUI WEST	KAUWI	EMIVIA PRIMARY SCHOOL	-1.12591	37.830118
KITUI	KITUI WEST	KAUWI	KALINDITI PRIMARY SCHOOL	-1.23339	37.867688
KITUI	KITUI WEST	KAUWI	KALUNI PRIMARY SCHOOL	-1.23629	37.933198
KITUI	KITUI WEST	KAUWI	KANGUNGI Primary SCH	-0.66039	37.553498
KITUI	KITUI WEST	KAUWI	KASAKINI PRIMARY SCHOOL	-1.18256	37.776228
KITUI	KITUI WEST	KAUWI	KASUE Primary SCH	-1.17504	37.913238
KITUI	KITUI WEST	KAUWI	KATAA PRIMARY SCHOOL	-1.14998	37.809448
KITUI	KITUI WEST	KAUWI	KATHEKA PRIMARY SCHOOL	-1.94797	37.453698
KITUI	KITUI WEST	KAUWI	KATHIANI PRIMARY SCHOOL	-1.412237	37.333641
KITUI	KITUI WEST	KAUWI	KATUTU GIRLS SCH	-1.18158	37.820348
KITUI	KITUI WEST	KAUWI	KATUTU PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI WEST	KAUWI	KAUMONI PRIMARY SCHOOL	-1.73775	37.575398
KITUI	KITUI WEST	KAUWI	KAUWI PRIMARY SCHOOL	-1.23825	37.913958
KITUI	KITUI WEST	KAUWI	KAVOO Primary SCH	-1.16061	37.844518
KITUI	KITUI WEST	KAUWI	KISEVENI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI WEST	KAUWI	KIVANI Primary SCH	-1.59351	37.549868
KITUI	KITUI WEST	KAUWI	KOMU PRIMARY SCHOOL	-1.17582	37.856448
KITUI	KITUI WEST	KAUWI	KWA-NYINGI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI WEST	KAUWI	KWAMWAMBI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI WEST	KAUWI	KYENG'E Primary SCHOOL	-1.19918	37.803398
KITUI	KITUI WEST	KAUWI	KYENI Primary SCH	-1.28089	37.373828
KITUI	KITUI WEST	KAUWI	KYONDONI PRIMARY SCHOOL	-0.87208	37.797428
KITUI	KITUI WEST	KAUWI	MANGELU PRMARY	-1.18735	37.885758
KITUI	KITUI WEST	KAUWI	MATINGA PRIMARY SCHOOL	-2.36369	38.013518
KITUI	KITUI WEST	KAUWI	MUTANDA PRIMARY SCHOOL	-1.97809	37.452658
KITUI	KITUI WEST	KAUWI	MUTHI PRIMARY SCHOOL	0.0	0.0
KITUI	KITUI WEST	KAUWI	MUTINI PRIMARY SCHOOL	-2.10928	37.823898
KITUI	KITUI WEST	KAUWI	NGENGEKANI PRIMARY SCHOOL	-1.22615	37.778498
KITUI	KITUI WEST	KAUWI	NGUNGUU AIC	0.0	0.0
KITUI	KITUI WEST	KAUWI	SANGALA PRIMARY SCHOOL	-1.2272	37.848088
KITUI	KITUI WEST	KAUWI	ST MARKS PRIMARY SCHOOL	0.057788	37.672487
KITUI	KITUI WEST	KWA MUTONGA/KITHUMULA	ACK NGOMANGO PRIMARY SCHOOL	-0.807396	37.391801
KITUI	KITUI WEST	KWA MUTONGA/KITHUMULA	KALIMBEVO PRIMARY SCHOOL	-1.33084	37.866238
KITUI	KITUI WEST	KWA MUTONGA/KITHUMULA	KALINDILO PRIMARY SCHOOL	-1.3016	37.923328
KITUI	KITUI WEST	KWA MUTONGA/KITHUMULA	KATHIVO POLY	0.0	0.0
